2019-06-18 19:42:12 [INFO] pandownload version: 2.1.0
2019-06-18 19:42:13 [INFO] aria2 websocket connection opened (127.0.0.1:6808)
2019-06-18 19:42:13 [INFO] aria2 version: 1.34.0
2019-06-18 19:42:13 [INFO] aria2 json-rpc path: http://token:pandownload@127.0.0.1:6808/jsonrpc
2019-06-18 19:42:14 [INFO] create main window
2019-06-18 19:42:14 [INFO] verify cookie (615)
2019-06-18 19:42:15 [INFO] user login success (3145349758): 无名倒人
2019-06-18 19:42:34 [WARN] ID#1 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2019.6.6毕业照原图/ZDK_4036.jpg" SIZE="9282048"
2019-06-18 19:42:34 [WARN] ID#3 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2019.6.6毕业照原图/ZDK_4031.jpg" SIZE="9046585"
2019-06-18 19:42:34 [WARN] ID#4 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2019.6.6毕业照原图/ZDK_4023.jpg" SIZE="8666581"
2019-06-18 19:42:34 [WARN] ID#5 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2019.6.6毕业照原图/ZDK_4022.jpg" SIZE="8160978"
2019-06-18 19:42:34 [WARN] ID#6 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2019.6.6毕业照原图/ZDK_4021.jpg" SIZE="8412897"
2019-06-18 19:42:34 [WARN] ID#7 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2019.6.6毕业照原图/ZDK_4020.jpg" SIZE="8382482"
2019-06-18 19:42:34 [WARN] ID#8 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2019.6.6毕业照原图/ZDK_4019.jpg" SIZE="8419923"
2019-06-18 19:42:34 [WARN] ID#9 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2019.6.6毕业照原图/ZDK_4018.jpg" SIZE="8234012"
2019-06-18 19:42:34 [WARN] ID#10 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2019.6.6毕业照原图/ZDK_4017.jpg" SIZE="8451715"
2019-06-18 19:42:34 [WARN] ID#2 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2019.6.6毕业照原图/ZDK_4032.jpg" SIZE="9271027"
2019-06-18 19:42:35 [WARN] ID#3 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2019.6.6毕业照原图/ZDK_4031.jpg" SIZE="9046585"
2019-06-18 19:42:35 [WARN] ID#11 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2019.6.6毕业照原图/ZDK_4016.jpg" SIZE="8555953"
2019-06-18 19:42:35 [WARN] ID#12 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2019.6.6毕业照原图/ZDK_4015.jpg" SIZE="8624843"
2019-06-18 19:42:35 [WARN] ID#13 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2019.6.6毕业照原图/ZDK_4014.jpg" SIZE="8708442"
2019-06-18 19:42:35 [WARN] ID#15 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2019.6.6毕业照原图/ZDK_4008.jpg" SIZE="8344310"
2019-06-18 19:42:35 [WARN] ID#16 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2019.6.6毕业照原图/ZDK_3999.jpg" SIZE="8081470"
2019-06-18 19:42:35 [WARN] ID#18 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2019.6.6毕业照原图/ZDK_3995.jpg" SIZE="8283655"
2019-06-18 19:42:35 [WARN] ID#19 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2019.6.6毕业照原图/ZDK_3987.jpg" SIZE="9013840"
2019-06-18 19:42:35 [WARN] ID#4 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2019.6.6毕业照原图/ZDK_4023.jpg" SIZE="8666581"
2019-06-18 19:42:35 [WARN] ID#14 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2019.6.6毕业照原图/ZDK_4012.jpg" SIZE="9989088"
